"category","answerable","builtStatus","expectedTool","question","note"
"pipeline","gap","stub","getPipeline","How many deals are in the pipeline?","needs getPipeline + register"
"pipeline","gap","stub","getPipeline","What's the average deal size in our pipeline?","needs getPipeline aggregation"
"pipeline","gap","stub","getPipeline","Tell me about our biggest open deal.","needs getPipeline + deal-level drill"
"pipeline","gap","stub","getPipeline","What's the largest opportunity in late stage right now?","needs getPipeline by-stage + deal drill"
"pipeline","gap","stub","getPipeline","How much is in our committed/best-case forecast for this quarter?","needs getPipeline forecast-category weighting"
"pipeline","gap","stub","getPipeline","What's the weighted pipeline value?","needs getPipeline probability weighting"
"pipeline","gap","stub","getPipeline","How many deals are stuck in negotiation?","needs getPipeline by-stage"
"pipeline","gap","stub","getPipeline","Show me everything in proposal stage.","needs getPipeline by-stage list"
"pipeline","gap","stub","getPipeline","What's our pipeline value vs last quarter?","needs getPipeline with period comparison"
"pipeline","gap","stub","getPipeline","Is pipeline up or down year over year?","needs getPipeline YoY (pipeline is point-in-time, not a seeded time series)"
"pipeline","gap","stub","getPipeline","What's our win rate on closed deals this year?","needs getPipeline + closed-won/lost outcomes"
"pipeline","gap","stub","getPipeline","How many opportunities did we lose in Q2 and why?","needs getPipeline closed-lost + reason field"
"pipeline","gap","stub","getPipeline","What's the average sales cycle length?","needs getPipeline with created/closed dates"
"pipeline","gap","stub","getPipeline","How much pipeline is expected to close in June?","needs getPipeline by-close-date"
"pipeline","gap","stub","getPipeline","What deals are slipping out of the quarter?","needs getPipeline close-date change tracking"
"pipeline","gap","stub","getPipeline","Give me the pipeline for the subscription stream only.","needs getPipeline by-stream filter"
"pipeline","gap","stub","getPipeline","How much services pipeline do we have?","needs getPipeline by-stream filter"
"pipeline","gap","stub","getPipeline","What's the new-logo vs expansion split in the pipeline?","needs getPipeline new/expansion classification"
"pipeline","gap","stub","getPipeline","Which deals are most likely to close this month?","needs getPipeline probability + close-date"
"pipeline","gap","stub","getPipeline","What's in the pipeline for the enterprise segment?","needs getPipeline by-segment filter"
"pipeline","gap","stub","getPipelineCoverage","How does pipeline coverage compare across reps?","needs getPipelineCoverage by-rep"
"pipeline","gap","stub","getPipeline","How much pipeline did we add this month?","needs getPipeline created-in-period"
"pipeline","gap","stub","getPipeline","What's our pipeline-to-close conversion by stage?","needs getPipeline stage-conversion analytics"
"pipeline","gap","stub","getPipeline","Show me all open deals over $100K.","needs getPipeline value filter"
"pipeline","gap","stub","getPipeline","Who's the rep on the Helix AI opportunity and what stage is it in?","needs getPipeline + deal-level drill"
"pipeline","gap","stub","getPipeline","What's the expected ARR from deals closing this quarter?","needs getPipeline ARR projection"
"pipeline","gap","stub","getPipelineCoverage","How much of next quarter's revenue is already in pipeline vs needs to be created?","needs getPipelineCoverage + plan target"
"pipeline","gap","stub","getPipeline","What's the oldest deal in our pipeline?","needs getPipeline age/aging"
"pipeline","gap","stub","getPipeline","How many opps moved stages this week?","needs getPipeline stage-change history"
"pipeline","gap","stub","getPipeline","What's our pipeline by close date for the rest of FY26?","needs getPipeline by-close-date timeline"
"pipeline","gap","stub","getPipeline","Which accounts have open expansion opportunities?","needs getPipeline expansion filter + customer link"
"pipeline","gap","stub","getPipeline","What stage is the Northwind Cloud deal in?","needs getPipeline + deal-level drill"
"pipeline","gap","stub","getPipelineCoverage","Do we have enough pipeline to hit plan?","needs getPipelineCoverage + plan target"
"pipeline","gap","stub","getPipeline","What's the total value of deals forecast to commit?","needs getPipeline forecast-category"
"pipeline","gap","stub","getPipeline","How many net-new logos are in the pipeline?","needs getPipeline new-logo classification"
"pipeline","gap","stub","getPipeline","Break pipeline down by industry.","needs getPipeline by-industry attribute"
"pipeline","now","wired","getBookingsHistory","What's our bookings trend year over year?","getBookingsHistory handles YoY/TTM bookings"
"pipeline","now","wired","getBookingsHistory","How did bookings this quarter compare to last year?","getBookingsHistory YoY bookings"
"pipeline","now","wired","getContracts","Show me the deals we've already closed and signed this year.","closed-won lives in getContracts register"
"pipeline","ambiguous","wired","getBookingsHistory","How much did we book last month from the pipeline?","may hit getContracts single-month bookings view instead of getBookingsHistory"
"pipeline","ambiguous","wired","getContracts","What closed last quarter?","may misroute to getPnL/getMonthlyPnL (closed period) instead of pipeline/contracts"
"pipeline","ambiguous","stub","getPipelineCoverage","What's our coverage and new bookings together?","bookings half hits getBookingsHistory; coverage half needs getPipelineCoverage (gap)"
"pipeline","decline","na","decline","What does Gartner say the average SaaS pipeline coverage ratio should be?","non-Bearing / external-market data out of scope"
"pipeline","decline","na","decline","Project our pipeline through 2028.","beyond Dec 2026 seed horizon; also pipeline tool not built"
"renewals-retention","now","wired","getMetric","What's our net revenue retention?","nrr in catalog (i-12 cohort, 109% FY26)"
"renewals-retention","now","wired","getMetric","What's NRR for FY26?","nrr metric, period-scoped"
"renewals-retention","now","wired","getMetric","How does our net revenue retention compare year over year?","nrr supports prior-period basis"
"renewals-retention","now","wired","getMetric","What's our gross revenue retention?","grr in catalog; getGrr composed but metric read works"
"renewals-retention","now","wired","getMetric","What's our logo retention rate this year?","logo_retention in catalog"
"renewals-retention","now","wired","getMetric","What's the gap between our gross and net retention?","both metrics wired; Scout can diff"
"renewals-retention","now","wired","getMetric","Is NRR above 100%?","nrr 109%"
"renewals-retention","now","wired","getMetric","How much of our retention comes from expansion vs just keeping customers?","nrr cohort decomposes expansion/contraction/churn"
"renewals-retention","now","wired","getMetric","What does a healthy NRR look like for a company our size, and where do we land?","our value wired; benchmark context from product-knowledge"
"renewals-retention","now","wired","getMetric","Has retention improved since last quarter?","nrr metric, prior-quarter basis"
"renewals-retention","now","wired","getMetric","What's our churn rate?","logo_retention complement; risk: getCustomers for churned logos"
"renewals-retention","now","wired","getMetric","How do I read the NRR cohort number, what's actually in it?","i-12 cohort basis string is true; product-knowledge backs it"
"renewals-retention","now","wired","getMetric","What's our dollar retention on the existing base only, no new logos?","cohort NRR already excludes new logos"
"renewals-retention","gap","none","getNrr","Show me all renewals coming up in the next 90 days.","needs renewals register / listRenewals(window) - no tool"
"renewals-retention","gap","none","getNrr","Which renewals are at risk this quarter?","needs at-risk renewals surface with risk flags - no tool"
"renewals-retention","gap","none","getNrr","Pull up the renewals worklist for Q3.","needs renewals register - no tool"
"renewals-retention","gap","none","getNrr","How much ARR is up for renewal in the next six months?","needs renewals register dollar roll-up - no tool"
"renewals-retention","gap","none","getNrr","Which customers are most likely to churn?","needs at-risk/health surface - no tool"
"renewals-retention","gap","none","getNrr","Who owns the at-risk renewals right now?","needs renewals register with owner field - no tool"
"renewals-retention","gap","none","getNrr","What's the renewal date for Helix AI?","getCustomer lacks renewal-date worklist field; renewals register needed"
"renewals-retention","gap","none","getGrr","Give me the GRR bridge: how much did we lose to churn vs downsell this year?","getGrr composed-not-wired; needs renewal bridge surface"
"renewals-retention","gap","none","getNrr","Show me the NRR waterfall by customer for FY26.","getMetric gives book-level; per-customer rows need renewals register"
"renewals-retention","gap","none","getNrr","What's our renewal rate by count of contracts?","needs renewals register; logo_retention is logos not contracts"
"renewals-retention","gap","none","getNrr","Which renewals slipped or were delayed last month?","needs renewals register with status - no tool"
"renewals-retention","gap","none","getNrr","What's the on-time renewal rate this quarter?","needs renewals register status data - no tool"
"renewals-retention","gap","none","getNrr","List the renewals where the customer downsized at renewal.","needs renewals register / contraction rows - no tool"
"renewals-retention","gap","none","getNrr","How many logos are up for renewal in December?","needs renewals register by month - no tool"
"renewals-retention","gap","none","getNrr","What's the average renewal cycle length for our enterprise accounts?","needs renewals register history - no tool"
"renewals-retention","ambiguous","wired","getCustomers","Show me net retention split by customer segment.","may hit getMetric (book NRR) when segment cut needs getCustomers"
"renewals-retention","ambiguous","wired","getCustomers","What's our retention for the enterprise cohort specifically?","getMetric is book-level; per-segment needs getCustomers, risk of wrong tool"
"renewals-retention","ambiguous","wired","getCustomers","How many customers did we lose this year?","churned LOGOS via getCustomers vs churn RATE via getMetric logo_retention"
"renewals-retention","ambiguous","wired","getMetric","What's our churn, the rate or the logos?","rate->getMetric logo_retention; logos->getCustomers; phrasing splits"
"renewals-retention","gap","none","getNrr","Which renewal this quarter is the biggest dollar risk to ARR?","needs at-risk renewals register ranked by ARR - no tool"
"renewals-retention","now","wired","getBookingsHistory","What's the expansion ARR we booked from existing customers this quarter?","bookings split incl. expansion is wired"
"renewals-retention","now","wired","getBookingsHistory","How much new vs expansion vs contraction was in bookings this year?","getBookingsHistory carries new/expansion/contraction"
"renewals-retention","now","wired","getCustomers","Which accounts expanded the most this year?","getCustomers carries per-account expansion"
"renewals-retention","now","wired","getCustomers","Show me our churned ARR for FY26.","churned-ARR available; shows 'â€”' where none, per build note"
"renewals-retention","decline","na","decline","Set up an alert when a renewal moves into the at-risk bucket.","Scout in-app only; no proactive alerts/Slack - rejected scope"
"renewals-retention","decline","na","decline","Email the account owner for the Helix AI renewal to schedule a check-in.","out of scope; Dogfood reads, doesn't run CRM outreach"
"renewals-retention","decline","na","decline","What's the industry-average renewal rate for AI SaaS startups right now?","non-Bearing external-market data out of scope"
"renewals-retention","now","wired","getMetric","Roughly how much of our base renews each year?","logo_retention / GRR approximate this at book level"
"renewals-retention","now","wired","product-knowledge","Walk me through the renewals process in Dogfood, how do I work the list?","User Guides cover process; register UI itself not built"
"renewals-retention","now","wired","getMetric","Why is our NRR only 109% and not higher?","getMetric basis + cohort components explain it"
"renewals-retention","gap","none","getNrr","Which customers are coming up for renewal and haven't been contacted?","needs renewals register with engagement status - no tool"
"renewals-retention","gap","none","getNrr","What % of renewals included a price increase this year?","needs renewals register with pricing detail - no tool"
"renewals-retention","gap","none","getNrr","Give me a renewals forecast for next quarter, expected renewed ARR.","needs renewals register + retention assumption - no tool"
"renewals-retention","now","wired","getMetric","How does this year's logo retention compare to last year?","logo_retention with prior-period basis"
"renewals-retention","gap","none","getNrr","Which renewals are overdue right now?","needs renewals register vs as-of date - no tool"
"renewals-retention","gap","none","getNrr","Show me the renewal pipeline by month for the rest of FY26.","needs renewals register grouped by month - no tool"
"renewals-retention","gap","none","getGrr","What's our dollar-weighted renewal rate this year?","getGrr composed-not-wired; renewals register needed for weighting"
"renewals-retention","gap","wired","getCustomers","Which segment has the worst retention and should we worry about it?","per-segment retention not exposed; book NRR only - needs segment retention surface"
"renewals-retention","gap","none","getNrr","How many at-risk renewals does each CSM have on their plate?","needs renewals register with owner + risk - no tool"
"projects-utilization","now","wired","getMetric","What's our utilization right now?","utilization metric, current period"
"projects-utilization","now","wired","getMetric","How has utilization trended over the last six months?","utilization is monthly Percent series"
"projects-utilization","now","wired","getMetric","Was utilization higher in Q1 or Q2 this year?","utilization per month, compare quarters"
"projects-utilization","now","wired","getMetric","What was utilization in May?","utilization for 2026-05"
"projects-utilization","now","wired","getMetric","Utilization year over year â€” May 2026 vs May 2025?","both months in seed horizon"
"projects-utilization","now","wired","getMetric","Is our utilization above or below 70%?","reads the utilization rate, user-supplied bar"
"projects-utilization","now","wired","getMetric","Where does utilization show up on the dashboard?","utilization is a wired metric tile"
"projects-utilization","now","wired","getMetric","How is utilization calculated?","metric basis string explains formula"
"projects-utilization","now","wired","getMetric","Did utilization dip during our soft quarter?","monthly utilization series covers it"
"projects-utilization","now","wired","getMetric","What's the average utilization across FY26 so far?","aggregate the monthly utilization series"
"projects-utilization","now","wired","product-knowledge","Walk me through how to read the utilization metric in the app.","User Guides cover reading metrics"
"projects-utilization","gap","none","getProject","List all our active services projects.","no listProjects Scout tool"
"projects-utilization","gap","none","getProject","What's the status of the Northwind Cloud implementation project?","no getProject Scout tool"
"projects-utilization","gap","none","getProject","Which projects are behind schedule?","needs project register with % complete"
"projects-utilization","gap","none","getProject","How much WIP do we have on the books?","WIP/unbilled needs project register"
"projects-utilization","gap","none","getProject","What's our total unbilled services revenue?","no project register tool"
"projects-utilization","gap","none","getProject","Which project has the most unbilled hours?","needs per-project unbilled detail"
"projects-utilization","gap","none","getProject","What percent complete is the Helix AI rollout?","no getProject tool"
"projects-utilization","gap","none","getProject","How many projects are currently in flight?","needs project register"
"projects-utilization","gap","none","getProject","Show me utilization by person.","by-person utilization needs project+staff drill, no tool"
"projects-utilization","gap","none","getProject","Which consultants are over-utilized?","per-person utilization not wired"
"projects-utilization","gap","none","getProject","Who on the services team is sitting on the bench?","needs project+staff utilization detail"
"projects-utilization","gap","none","getProject","Utilization by department, please.","firm-level metric wired; by-dept needs project register"
"projects-utilization","gap","none","getProject","What's the Professional Services team's utilization?","dept-scoped utilization not wired"
"projects-utilization","gap","none","getProject","How does our utilization split between billable and non-billable hours?","needs timesheet/project detail"
"projects-utilization","gap","none","getProject","How many billable hours did we log in May?","timesheet detail needs project register"
"projects-utilization","gap","none","getProject","What's our average bill rate on services?","needs project revenue/hours detail"
"projects-utilization","gap","none","getProject","Which customers have the largest open implementation projects?","no project register tool"
"projects-utilization","gap","none","getProject","Is our implementation capacity gating any SaaS go-lives this quarter?","capacity gating needs project register"
"projects-utilization","gap","none","getProject","How many implementations did we close out in Q1?","needs project completion data"
"projects-utilization","gap","none","getProject","What's the backlog of services work we haven't started?","needs project register"
"projects-utilization","gap","none","getProject","How long does an average implementation take us?","needs project start/end detail"
"projects-utilization","gap","none","getProject","Which projects are at risk of slipping into next quarter?","needs project schedule data"
"projects-utilization","gap","none","getHeadcount","How many consultants do we have delivering services?","no getHeadcount Scout tool"
"projects-utilization","gap","none","getHeadcount","What's headcount in the Professional Services department?","getHeadcount not wired as a tool"
"projects-utilization","gap","none","getHeadcount","How many billable heads vs overhead heads do we have?","needs staff register by function"
"projects-utilization","gap","none","getProject","What's our project gross margin?","per-project margin needs project register"
"projects-utilization","gap","none","getProject","Are we staffed to deliver the services pipeline?","needs project + capacity detail"
"projects-utilization","gap","none","getProject","What's the realization rate on our consulting hours?","needs timesheet vs billing detail"
"projects-utilization","gap","none","getProject","Show me time written off across projects this quarter.","needs project write-off detail"
"projects-utilization","gap","none","getProject","Which rep's deals are creating the most implementation load?","needs project register joined to deals"
"projects-utilization","gap","none","getProject","How much of FY26 services revenue is still WIP?","WIP detail needs project register"
"projects-utilization","ambiguous","wired","getPnL","What's our services revenue this quarter?","may hit getProject (gap) instead of getPnL Services line"
"projects-utilization","ambiguous","none","getProject","How's utilization looking by project?","bare 'utilization' hits getMetric; per-project needs project register"
"projects-utilization","ambiguous","none","getProject","What's driving the change in services delivery this period?","could mis-route to explainVariance/getMetric instead of project detail"
"projects-utilization","decline","na","decline","Bill the Acme project for the milestone we just hit.","billing/invoicing is the ERP's job, out of scope"
"projects-utilization","decline","na","decline","What's a healthy utilization rate for a SaaS services org our size?","external/market benchmark, not Bearing data"
"projects-utilization","decline","na","decline","Project our services utilization for 2027.","past Dec 2026 seed horizon"
"projects-utilization","now","wired","getMetric","What's our utilization for the full year FY26?","utilization series spans forecast months in horizon"
"projects-utilization","now","wired","getMetric","Did utilization improve after the hiring surge?","monthly utilization series covers the event window"
"staff-headcount","gap","none","getHeadcount","How many people do we have right now?","need getHeadcount tool (no headcount query wired)"
"staff-headcount","gap","none","getHeadcount","What's our headcount by department?","need getHeadcount(byDept) tool"
"staff-headcount","gap","none","getHeadcount","Break down headcount by function â€” R&D, S&M, Direct, G&A.","need getHeadcount(byFunction) tool"
"staff-headcount","gap","none","getHeadcount","How many engineers are on the team?","need getHeadcount filtered by dept"
"staff-headcount","gap","none","getHeadcount","How big is the sales team versus marketing?","need getHeadcount(byDept) tool"
"staff-headcount","gap","none","getHeadcount","How many heads did we add this year?","need getHeadcount with period-over-period delta"
"staff-headcount","gap","none","getHeadcount","What was our headcount at the start of FY26 vs now?","need getHeadcount period comparison"
"staff-headcount","gap","none","getHeadcount","Show me the headcount ramp month by month this year.","need getHeadcount monthly series"
"staff-headcount","gap","none","getHeadcount","How many people did we hire in Q2?","need getHeadcount/hires query"
"staff-headcount","gap","none","listStaff","Who joined the company in May?","need listStaff with hire-date filter"
"staff-headcount","gap","none","listStaff","Pull up the full staff roster.","need listStaff tool (people register unbuilt)"
"staff-headcount","gap","none","listStaff","Who's on the Customer Success team?","need listStaff(byDept)"
"staff-headcount","gap","none","getStaff","Tell me about our VP of Sales â€” title, start date, comp.","need getStaff(id); also touches PII boundary"
"staff-headcount","gap","none","getStaff","What does our highest-paid employee make?","need getStaff/comp detail; borderline PII"
"staff-headcount","gap","none","getHeadcount","What's the average salary across the company?","need comp aggregation off Staff/Personnel"
"staff-headcount","gap","none","getHeadcount","What's average comp by department?","need Personnel/Staff comp-by-dept aggregation"
"staff-headcount","ambiguous","wired","getPnL","What's our total payroll cost this year?","getPnL sums Direct+Indirect Payroll lines; risks hitting unbuilt Personnel driver"
"staff-headcount","ambiguous","wired","getPnL","How much are we spending on R&D salaries?","Indirect Payroll on P&L is single line; functional R&D split needs unbuilt Personnel/Departmental P&L"
"staff-headcount","now","wired","getPnL","What's the Indirect Payroll line on the P&L?","getPnL returns the Indirect Payroll line"
"staff-headcount","now","wired","getPnL","How much of cost of revenue is direct payroll?","getPnL exposes Direct Payroll line in Cost of Revenue"
"staff-headcount","now","wired","getMonthlyPnL","What was payroll in March specifically?","getMonthlyPnL returns the payroll lines for that month"
"staff-headcount","now","wired","getMonthlyPnL","How did payroll trend month over month this year?","getMonthlyPnL gives month-by-month payroll lines"
"staff-headcount","now","wired","getMetric","What's our team's utilization?","utilization is in the wired metric catalog"
"staff-headcount","ambiguous","wired","getMetric","How utilized is the professional services team?","utilization metric is wired but per-team/staff breakout needs unbuilt Projects/Staff"
"staff-headcount","gap","none","getHeadcount","What's our fully loaded cost per employee?","need headcount + loaded-cost aggregation (no tool)"
"staff-headcount","gap","none","getHeadcount","How many open roles do we have?","need hiring-plan/open-req surface (unbuilt Personnel driver)"
"staff-headcount","gap","none","getPersonnelForecast","What's the hiring plan for the rest of the year?","need Personnel driver (no getPersonnelForecast tool wired)"
"staff-headcount","gap","none","getPersonnelForecast","How many heads are we planning to add in Q4?","need Personnel forecast tool"
"staff-headcount","gap","stub","compareScenarios","If we freeze hiring, what happens to burn?","need Scenarios engine + Personnel freeze lever (not wired)"
"staff-headcount","gap","none","getPersonnelForecast","What's our planned headcount at year end?","need Personnel forecast headcount curve"
"staff-headcount","gap","none","getHeadcount","How does headcount growth compare to revenue growth this year?","revenue side wired (getMetric) but headcount side has no tool"
"staff-headcount","gap","none","getHeadcount","What's our revenue per employee?","need headcount denominator (no getHeadcount)"
"staff-headcount","gap","none","getHeadcount","How many people are in revenue-generating roles versus overhead?","need getHeadcount(byFunction)"
"staff-headcount","gap","none","getHeadcount","What's our attrition rate this year?","need Staff register with terminations (unbuilt)"
"staff-headcount","gap","none","listStaff","How many people left the company in the last six months?","need Staff register with termination dates"
"staff-headcount","gap","none","getHeadcount","What's the headcount in our biggest department?","need getHeadcount(byDept)"
"staff-headcount","now","wired","getPnL","How much did employee burden (taxes and benefits) cost us this year?","Employee Expenses OpEx line is on getPnL"
"staff-headcount","now","wired","getPnL","What share of operating expenses is people cost?","getPnL has payroll lines and total OpEx to ratio"
"staff-headcount","gap","none","getHeadcount","Show me headcount by department as of last quarter end.","need getHeadcount(period,byDept)"
"staff-headcount","gap","none","listStaff","How many managers do we have versus individual contributors?","need Staff register with seniority/level field"
"staff-headcount","gap","none","listStaff","What's the average tenure of our employees?","need Staff register with hire dates"
"staff-headcount","gap","none","getHeadcount","Which department grew the fastest by headcount this year?","need getHeadcount period comparison by dept"
"staff-headcount","now","na","product-knowledge","How do I see headcount by department in the app?","User Guides describe the Staff/Personnel surfaces"
"staff-headcount","now","na","product-knowledge","Where do I update the hiring plan?","guides explain the Personnel forecast surface"
"staff-headcount","decline","na","decline","What's the market rate for a senior backend engineer in SF?","external market data, out of scope"
"staff-headcount","decline","na","decline","Should we give the sales team a raise to hit retention targets?","HR/comp-strategy advice, out of scope"
"staff-headcount","decline","na","decline","What will our headcount be in 2028?","beyond Dec 2026 seed horizon"
"staff-headcount","gap","none","getHeadcount","How many heads are tagged to Cost of Revenue versus OpEx?","need getHeadcount(byFunction) mapped to CoR/OpEx"
"staff-headcount","gap","none","getPersonnelForecast","What's the average cost of a new hire in Engineering?","need Personnel driver comp-by-dept (unbuilt)"
"staff-headcount","gap","none","getHeadcount","How many people support each million of ARR?","ARR wired (getMetric) but headcount has no tool"
"forecast-drivers","gap","stub","getRevenueForecast","What revenue growth assumption are we using for the back half of FY26?","need Revenue Forecast driver tool exposing growth/new-business assumption"
"forecast-drivers","gap","stub","getRevenueForecast","Show me the subscription new-business assumption by month for the rest of the year","need getRevenueForecast(stream=subscription) driver surface, not built"
"forecast-drivers","gap","stub","getRevenueForecast","How much new ARR are we assuming we'll close in Q3?","new-business driver assumption has no tool; getBookingsHistory is historical only"
"forecast-drivers","gap","stub","getRevenueForecast","What's the services revenue forecast and what capacity is it assuming?","need services driver surface; utilization metric is wired but not the forecast assumption"
"forecast-drivers","gap","stub","getRevenueForecast","Walk me through how the subscription forecast is built from contracted plus new business.","driver-composition surface not built; product-knowledge guide could partly cover"
"forecast-drivers","gap","stub","getCostOfRevenue","What hosting / infra cost rate are we assuming as a percent of subscription revenue?","need CoR rate driver tool; getCostOfRevenue not wired to Scout"
"forecast-drivers","gap","stub","getCostOfRevenue","What's our cost-of-revenue rate assumption and how does it move gross margin?","CoR rate driver has no tool; gross_margin_pct metric is wired but not the rate input"
"forecast-drivers","gap","stub","getCostOfRevenue","How is direct payroll flowing into cost of revenue in the forecast?","assembled-CoR driver surface not built"
"forecast-drivers","gap","stub","getCostOfRevenue","What does the services pass-through cost assumption look like?","per-stream CoR rate driver not exposed"
"forecast-drivers","gap","stub","getPersonnelForecast","What's our hiring plan for the rest of FY26?","need Personnel driver tool; no getPersonnelForecast wired and no getHeadcount tool"
"forecast-drivers","gap","stub","getPersonnelForecast","How many people are we planning to add in Engineering by year end?","Personnel-by-dept driver not wired"
"forecast-drivers","gap","stub","getPersonnelForecast","What's the planned headcount in Sales for Q4?","forward headcount-plan driver not built; getHeadcount tool also absent"
"forecast-drivers","gap","stub","getPersonnelForecast","What hiring pace are we assuming to get from ~100 to 140 heads?","headcount-curve driver assumption has no tool"
"forecast-drivers","gap","stub","getPersonnelForecast","Are we assuming any merit raises or comp increases in the forecast?","comp-escalation driver assumption not exposed"
"forecast-drivers","gap","stub","getPersonnelForecast","What's the average fully-loaded cost per head we're forecasting?","per-head cost driver assumption not built"
"forecast-drivers","gap","stub","getPersonnelForecast","If we froze hiring today, what's already baked into the plan that we'd be cutting?","planned-adds driver not exposed; this is a Scenario freeze lever, also unbuilt"
"forecast-drivers","gap","stub","getExpenseForecast","What's our S&M programs spend assumption for the rest of the year?","need getExpenseForecast(group=Sales & Marketing) driver tool"
"forecast-drivers","gap","stub","getExpenseForecast","Break down the forecast opex by group for Q3.","by-group expense driver not wired"
"forecast-drivers","gap","stub","getExpenseForecast","How much are we budgeting for IT and software next quarter?","IT-group expense driver not built"
"forecast-drivers","gap","stub","getExpenseForecast","What's the T&E assumption per head in the forecast?","T&E group driver not exposed"
"forecast-drivers","gap","stub","getExpenseForecast","What are we assuming for the Anthropic and AWS bills going forward?","forward vendor-level spend driver not built; only historical txns exist"
"forecast-drivers","gap","stub","getExpenseForecast","What's the Google Ads / paid-marketing assumption in the S&M forecast?","S&M sub-line driver assumption not exposed"
"forecast-drivers","gap","stub","getExpenseForecast","How is employee-expense burden (taxes, medical, benefits) forecast?","Employee Expenses burden driver not wired"
"forecast-drivers","gap","stub","getExpenseForecast","What facilities / lease cost are we carrying in the forecast?","Facilities-group expense driver not built"
"forecast-drivers","gap","stub","getArForecast","What DSO assumption is driving the AR forecast?","need AR Forecast driver tool exposing DSO"
"forecast-drivers","gap","stub","getArForecast","How are receivables expected to trend over the next six months?","AR driver projection not wired; balance sheet shows balances not the assumption"
"forecast-drivers","gap","stub","getArForecast","If DSO improved by 10 days, how would that change the forecast?","DSO lever sensitivity is an AR-driver + Scenario capability, neither wired"
"forecast-drivers","gap","stub","getFixedAssetForecast","What capex are we planning for the rest of FY26?","need Fixed Asset Budget driver tool"
"forecast-drivers","gap","stub","getFixedAssetForecast","Show me the depreciation schedule baked into the forecast.","depreciation-schedule driver not wired; D&A appears on P&L but not the schedule"
"forecast-drivers","gap","stub","getPrepaidsForecast","What's the prepaid amortization assumption in the plan?","need Prepaids Budget driver tool"
"forecast-drivers","gap","stub","getPrepaidsForecast","How much prepaid expense are we amortizing each month through year end?","Prepaids amortization driver not built"
"forecast-drivers","gap","stub","getApForecast","What DPO / payables-timing assumption are we using for cash?","AP/DPO driver exists in seed but no Scout tool and the driver surface is unbuilt"
"forecast-drivers","gap","stub","getRevenueForecast","What new-logo count are we assuming per quarter in the revenue plan?","new-logo driver assumption not exposed"
"forecast-drivers","gap","stub","getRevenueForecast","What retention/churn assumption is built into the subscription forecast?","retention driver assumption not wired; cohort NRR metric is backward-looking"
"forecast-drivers","gap","stub","getRevenueForecast","What utilization rate are we assuming for the services forecast?","forward utilization assumption not built; utilization metric is actuals-based"
"forecast-drivers","gap","stub","getRevenueForecast","What's the assumed price increase in the forecast and when does it hit?","pricing-uplift driver assumption not exposed"
"forecast-drivers","gap","stub","getRevenueForecast","How does the forecast assume implementation capacity gates SaaS go-lives?","capacity-gating driver logic not surfaced; guide may partly explain"
"forecast-drivers","ambiguous","wired","getMetric","What gross margin does the forecast assume by Q4?","getMetric gross_margin_pct returns the output; user may actually want the CoR-rate driver (unbuilt)"
"forecast-drivers","now","wired","getMonthlyPnL","What's the forecast revenue for December?","Dec 2026 is a forecast month; getMonthlyPnL returns the forecast revenue output"
"forecast-drivers","ambiguous","wired","getMonthlyPnL","What's our projected operating expense total for Q4?","getMonthlyPnL gives the OpEx output total; user may want the per-group Expense Forecast driver breakdown (unbuilt)"
"forecast-drivers","now","wired","getMetric","What runway does the forecast give us?","runway metric is wired; could also route to getCashFlow/getDashboard"
"forecast-drivers","ambiguous","wired","getMetric","Where does the forecast put ARR by the end of the year?","getMetric arr_mrr returns run-rate; the new-business driver behind it is unbuilt; could mis-route to getCustomers"
"forecast-drivers","now","wired","getPnL","What net income does the plan forecast for full-year FY26?","FY26 net income is a wired P&L output; the drivers behind it are not inspectable"
"forecast-drivers","ambiguous","wired","explainVariance","Show me the forecast vs budget for personnel cost in Q3.","explainVariance/getPnL can show the line variance; the underlying hiring-plan driver detail is unbuilt"
"forecast-drivers","gap","stub","getPersonnelForecast","What headcount does the plan end the year at?","no getHeadcount/Personnel driver tool; ~140 is in narrative not a queryable forecast"
"forecast-drivers","gap","stub","getRevenueForecast","What's the assumed sales rep ramp / quota attainment in the bookings plan?","rep-ramp driver assumption not built; Pipeline tool also absent"
"forecast-drivers","gap","stub","getExpenseForecast","How much marketing spend per dollar of new ARR are we planning (forecast magic number)?","forward magic-number needs S&M + revenue drivers; magic_number metric is backward-looking"
"forecast-drivers","gap","stub","getCashFlow","What interest income/expense are we assuming on the cash balance?","interest assumption is a driver detail with no dedicated tool"
"forecast-drivers","gap","stub","getRevenueForecast","What FX assumption is in the forecast?","no FX driver surface; single-currency seed, assumption not exposed"
"forecast-drivers","gap","stub","getPnL","What's the assumed tax rate / provision in the forecast?","tax-provision driver assumption not exposed; only the output line exists"
"forecast-drivers","gap","none","setDriver","Can you change our Q3 hiring plan to add 5 more engineers and reforecast?","driver write path / Scenario setDriver not built; Scout is read-only over the spine"
"forecast-drivers","gap","none","setDriver","Bump the S&M opex assumption 15% and show me the new operating income.","this is a Scenario lever + engine, both unbuilt; no write tool wired"
"forecast-drivers","gap","none","lockBudget","Lock the current forecast as our budget.","lockBudget write tool not built"
"forecast-drivers","decline","na","decline","How should we depreciate the new laptops we're buying for capex purposes?","out of scope: tax/accounting-policy advice; Dogfood reads a clean close, doesn't set policy"
